INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
Rede Decisão/União;ALUNO-906;16;3;4A;Sim;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;10;8;9;10;5;5;A;Rede Decisão;Veterano;Topázio;9;10;9;8;7;8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;10;10;Nível 5 (1o EM);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-907;9;0;1C;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;7;8;7;10;2;P;Escola Pública;Veterano;Quartzo;5;0;4;8;3;7;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-908;13;1;2B;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7;8;7;8;7;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-909;12;1;2H;Não;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;6;8;2;8;8;5;2;H;Escola Pública;Veterano;Ágata;6;10;5;8;3;7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 3 (7o e 8o ano);-1;2;I;20190;Não;7;605;101;8;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;9;6;4;4;6;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 4 (9º ano)
Escola Pública;ALUNO-91;10;2;2H;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;6;7;4;6;8;10;2;H;Escola Pública;Veterano;Quartzo;4;10;0;8;2;6;Mantido na Fase atual;Não avaliado;Não avaliado;Não avaliado;Não;2;10;Nível 2 (5o e 6o ano);0;2;F;20180;Não;7;350;51;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;8;8;8;6;9;;3;6;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-910;16;4;5G;Não;4;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;1;3;1;8;7;5;6;C;Escola Pública;Veterano;Ágata;7;9;8;8;5;8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7;5;Nível 7 (3o EM);-1;7;A;20160;Não;5;799;19;11;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;4;5;3;2;3;5;4;7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;6;5;Fase 8 (Universitários)
Escola Pública;ALUNO-911;15;1;3A;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6;8;4;8;7;6;5;4;A;Escola Pública;Veterano;Ágata;6;7;7;5;5;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;7;5;Nível 6 (2o EM);-2;4;A;20190;Não;6;784;72;15;Quartzo;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5;8;5;5;3;6;6;4;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6;2;Fase 7 (3º EM)
Escola Pública;ALUNO-912;15;1;4A;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;1;8;3;8;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;D;20220;Não;7;479;60;4;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;0;8;8;6;7;7;6;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Sim;Não;8;10;Fase 3 (7º e 8º ano)
;ALUNO-914;;;;;;;;;;;;;;;;;;2;C;Escola Pública;Ingressante;Quartzo;5;0;3;8;5;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 3 (7o e 8o ano);-1;2;B;20210;Não;7;511;77;7;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;7;8;7;6;8;;3;6;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 4 (9º ano)
;ALUNO-915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;M;20220;Não;7;627;109;8;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;6;8;5;4;6;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6;10;Fase 2 (5º e 6º ano)
Rede Decisão/União;ALUNO-916;13;3;3L;Sim;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;9;8;7;9;10;10;4;G;Rede Decisão;Veterano;Topázio;9;8;10;8;8;9;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9;10;Nível 4 (9o ano);0;5;L;20170;Sim;9;2;2;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;9;9;8;8;9;4;9;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;10;10;Fase 5 (1º EM)
FIAP;ALUNO-917;18;1;8A;;9;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;8;10;8;9;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;B;20220;Não;8;266;21;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;7;5;7;9;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;8;5;Fase 5 (1º EM)
Escola Pública;ALUNO-919;15;0;5A;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;6;8;5;8;7;10;6;A;Escola Pública;Veterano;Ágata;7;8;4;8;6;8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7;10;Nível 6 (2o EM);0;7;A;20200;Não;5;834;20;12;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;4;7;1;3;1;1;4;8;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Sim;Não;6;10;Fase 7 (3º EM)
;ALUNO-92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Q;20220;Não;7;416;123;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;5;6;5;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
Rede Decisão/União;ALUNO-920;15;2;4F;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7;9;4;7;8;9;5;;;;;;;;;;;;;;;;;;;;;5;F;20180;Sim;7;475;29;2;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;7;6;7;9;6;7;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Não;Não;8;5;Fase 7 (3º EM)
;ALUNO-921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;L;20220;Não;5;830;131;7;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;4;6;2;1;2;2;4;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;6;2;Fase 7 (3º EM)
Escola Pública;ALUNO-922;10;1;2H;Sim;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9;4;4;6;9;10;2;E;Escola Pública;Veterano;Ametista;7;8;7;6;6;8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;3;G;20190;Não;7;433;52;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;8;5;5;5;7;4;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;7;10;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-923;8;0;0E;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;5;9;2;5;10;0;M;Escola Pública;Veterano;Ágata;6;8;8;5;4;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;5;5;Nível 1 (4o ano);-1;0;F;20200;Não;8;241;64;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;8;7;8;9;8;;2;6;Promovido de Fase;Mantido na Fase atual;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
;ALUNO-924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;A;20220;Não;7;351;92;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;7;6;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 2 (5º e 6º ano)
;ALUNO-925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;S;20220;Não;8;197;52;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;9;6;7;8;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;10;ALFA  (2º e 3º ano)
Escola Pública;ALUNO-926;12;2;2G;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;5;8;7;7;5;2;I;Escola Pública;Veterano;Ametista;7;9;8;5;7;8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8;5;Nível 3 (7o e 8o ano);-1;3;G;20180;Não;5;815;124;9;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;6;6;4;4;5;2;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;7;5;Fase 4 (9º ano)
Escola Pública;ALUNO-927;9;0;1K;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;8;8;10;8;8;10;1;J;Escola Pública;Veterano;Ametista;7;7;9;8;5;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;9;5;Nível 2 (5o e 6o ano);-1;1;R;20200;Não;7;606;146;11;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7;7;6;6;5;8;;3;6;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;8;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-928;17;1;7A;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;8;8;7;8;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-929;14;2;4F;Não;4;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;0;8;0;8;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-93;;;;;;;;;;;;;;;;;;0;L;Escola Pública;Ingressante;Ágata;6;8;4;8;5;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6;10;ALFA  (2o e 3o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-930;15;1;4A;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;9;9;8;8;9;5;5;A;Rede Decisão;Veterano;Topázio;8;10;8;8;9;8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9;5;Nível 6 (2o EM);-1;6;A;20190;Sim;9;5;1;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;10;9;8;9;7;9;4;9;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;10;5;Fase 7 (3º EM)
Escola Pública;ALUNO-931;9;1;0F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;10;8;7;5;1;G;Escola Pública;Veterano;Ametista;8;8;10;7;7;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 2 (5o e 6o ano);-1;1;G;20190;Não;6;663;160;8;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;7;7;3;1;6;;2;6;Mantido na Fase atual;Promovido de Fase;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-932;12;3;2D;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;9;6;8;8;8;5;3;B;Escola Pública;Veterano;Ametista;7;10;6;8;6;7;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7;10;Nível 3 (7o e 8o ano);0;3;B;20170;Não;5;810;123;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;5;4;5;6;6;4;4;8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Sim;Não;7;5;Fase 4 (9º ano)
;ALUNO-933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;A;20220;Não;6;762;49;8;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;6;8;2;2;2;2;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;5;Fase 7 (3º EM)
;ALUNO-934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;D;20220;Não;8;248;4;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;10;8;8;7;9;;4;7;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;Não;7;5;Fase 8 (Universitários)
Escola Pública;ALUNO-935;8;0;0G;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;10;10;9;8;7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Q;20220;Não;7;494;141;6;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;7;8;6;6;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-937;10;2;1H;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;9;8;10;8;8;5;2;G;Escola Pública;Ingressante;Topázio;9;10;8;8;8;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;3;G;20180;Não;7;517;67;5;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;7;6;5;3;6;6;4;7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;6;10;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-938;13;4;3F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;9;4;9;7;8;10;3;G;Rede Decisão;Veterano;Ágata;7;9;8;6;6;8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7;5;Nível 4 (9o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-939;;;;;;;;;;;;;;;;;;3;D;Escola Pública;Ingressante;Ágata;6;9;5;4;7;9;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;6;5;Nível 4 (9o ano);-1;4;L;20210;Não;7;568;52;12;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;7;6;5;3;6;7;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;8;5;Fase 5 (1º EM)
Escola Pública;ALUNO-94;12;1;3B;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7;6;8;4;8;8;10;4;F;Escola Pública;Ingressante;Ágata;6;8;4;8;5;7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;5;10;Nível 3 (7o e 8o ano);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-940;9;1;0D;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;6;7;7;8;5;1;C;Escola Pública;Veterano;Ágata;7;8;8;8;3;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 2 (5o e 6o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;E;20220;Não;6;676;92;6;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;5;8;6;4;4;9;4;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase + Bolsa;Sim;Não;7;5;Fase 4 (9º ano)
Escola Pública;ALUNO-942;12;2;3F;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;8;5;6;7;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-943;9;0;1A;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;6;8;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-944;14;3;3H;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;3;7;4;8;6;5;3;F;Escola Pública;Veterano;Quartzo;5;9;5;6;1;7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;4;5;Nível 5 (1o EM);-2;3;G;20170;Não;4;853;146;15;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;3;8;1;0;3;0;4;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;5;2;Fase 6 (2º EM)
;ALUNO-945;;;;;;;;;;;;;;;;;;3;D;Escola Pública;Ingressante;Ametista;8;9;6;8;9;8;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não avaliado;Não;9;5;Nível 5 (1o EM);-2;4;A;20210;Sim;9;33;4;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;9;8;8;8;10;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;9;5;Fase 6 (2º EM)
